pin,chicago_community_area_num,chicago_community_area_name,zip_code,latitude,longitude,type
17341030200000,35.0,DOUGLAS,60616.0,41.83794175220283,-87.62099440476094,Private
19044160100000,56.0,GARFIELD RIDGE,60638.0,41.810341582197,-87.75266624440805,Private
17193030330000,31.0,LOWER WEST SIDE,60608.0,41.856948379899535,-87.68184114522232,Private
17194220140000,31.0,LOWER WEST SIDE,60608.0,41.853772395778975,-87.67442855201065,Private
17202320930000,28.0,NEAR WEST SIDE,60608.0,41.86178234693608,-87.65053689238042,Private
17203140100000,31.0,LOWER WEST SIDE,60608.0,41.85671749338109,-87.6605797159662,Private
17294100340000,60.0,BRIDGEPORT,60608.0,41.84069110286677,-87.65449523039476,Private
17341030400000,35.0,DOUGLAS,60616.0,41.83667989356535,-87.62088182046779,Private
19014270650000,58.0,BRIGHTON PARK,60632.0,41.808659008114,-87.68732970998603,Private
25061050220000,72.0,BEVERLY,60643.0,41.731570271643264,-87.67602082825643,Private
25093150270000,73.0,WASHINGTON HEIGHTS,60628.0,41.711143752366326,-87.63404364446768,Private
25094240600000,49.0,ROSELAND,60628.0,41.70733062407658,-87.6323657952705,Private
25094280080000,49.0,ROSELAND,60628.0,41.708235676614066,-87.62679793203132,Private
25202190390000,75.0,MORGAN PARK,60643.0,41.68625263516307,-87.65035392858428,Private
25203210380000,53.0,WEST PULLMAN,60643.0,41.67786194381966,-87.66062693082488,Private
25212200220000,49.0,ROSELAND,60628.0,41.68826202618798,-87.62660613822901,Private
25214270320000,53.0,WEST PULLMAN,60628.0,41.67825495100969,-87.62539002627636,Private
25162140310000,49.0,ROSELAND,60628.0,41.70326012482955,-87.62613404295301,Private
25164170020000,49.0,ROSELAND,60628.0,41.695912154845274,-87.62764258424502,Private
25164230070000,49.0,ROSELAND,60628.0,41.694039904457306,-87.63189228405388,Private
25171010260000,72.0,BEVERLY,60643.0,41.7065091991069,-87.65968919265539,Private
17171170480000,28.0,NEAR WEST SIDE,60607.0,41.87684176786027,-87.65759759792472,Private
17191100070000,28.0,NEAR WEST SIDE,60608.0,41.8643097793277,-87.6841024309732,Private
17321100490000,60.0,BRIDGEPORT,60608.0,41.83451270563938,-87.65735718943566,Private
17331090510000,60.0,BRIDGEPORT,60616.0,41.83590469104976,-87.64439746250432,Private
19014270660000,58.0,BRIGHTON PARK,60632.0,41.80866003409711,-87.68724171859776,Private
14294110100000,7.0,LINCOLN PARK,60614.0,41.93063690379466,-87.65282942541563,Private
16023300370000,23.0,HUMBOLDT PARK,60651.0,41.89570814187156,-87.71981175678935,Private
16114120510000,27.0,EAST GARFIELD PARK,60624.0,41.88385748355026,-87.70779613534877,Private
16123130170000,27.0,EAST GARFIELD PARK,60612.0,41.88514652833788,-87.70227760698275,Private
16144130440000,27.0,EAST GARFIELD PARK,60624.0,41.87044859760283,-87.71100324843025,Private
16151310160000,26.0,WEST GARFIELD PARK,60624.0,41.8740033472416,-87.73785792993975,Private
16233150350000,29.0,NORTH LAWNDALE,60623.0,41.85657329463548,-87.71548110536082,Private
25033160340000,49.0,ROSELAND,60619.0,41.7242563283429,-87.61952199664007,Private
25094130210000,49.0,ROSELAND,60628.0,41.71246338219068,-87.62689318800658,Private
25221110140000,49.0,ROSELAND,60628.0,41.686474988889415,-87.62222656329068,Private
25284230250000,53.0,WEST PULLMAN,60628.0,41.66382679542398,-87.61961676140916,Private
25291090430000,53.0,WEST PULLMAN,60643.0,41.67255671985606,-87.65718746136427,Private
26081160040000,52.0,EAST SIDE,60617.0,41.71325483184245,-87.5361818551647,Private
25173340330000,75.0,MORGAN PARK,60643.0,41.69248261082402,-87.6535646049457,Private
26203000380000,55.0,HEGEWISCH,60633.0,41.67445982650779,-87.53887306244116,Private
20162020610000,68.0,ENGLEWOOD,60621.0,41.792460808076925,-87.63208910239243,Private
20163010040000,68.0,ENGLEWOOD,60621.0,41.78684838003652,-87.64208970290474,Private
19364040510000,70.0,ASHBURN,60652.0,41.74132877329449,-87.6910981273475,Private
20031220310000,38.0,GRAND BOULEVARD,60653.0,41.81786514942427,-87.61874366966815,Private
20043280340000,61.0,NEW CITY,60609.0,41.81010200950842,-87.64232991679819,Private
20191220130000,67.0,WEST ENGLEWOOD,60636.0,41.77469241073297,-87.67465375019499,Private
20192200150000,67.0,WEST ENGLEWOOD,60636.0,41.77444868751878,-87.66861646009285,Private
20193020450000,66.0,CHICAGO LAWN,60636.0,41.770346798004184,-87.68051313329471,Private
20194250290000,67.0,WEST ENGLEWOOD,60636.0,41.76611303379508,-87.67149230742544,Private
20202030130000,68.0,ENGLEWOOD,60621.0,41.778745107698136,-87.65048770319603,Private
20224020130000,42.0,WOODLAWN,60637.0,41.7719118744162,-87.61144272725477,Private
20232260050000,42.0,WOODLAWN,60637.0,41.77489275299935,-87.58792756898012,Private
20281050030000,68.0,ENGLEWOOD,60621.0,41.764386577486555,-87.63794807780974,Private
20284150020000,69.0,GREATER GRAND CROSSING,60620.0,41.7520364607275,-87.63414471017086,Private
20304190250000,71.0,AUBURN GRESHAM,60620.0,41.75534389580828,-87.66394794987295,Private
20332090070000,44.0,CHATHAM,60620.0,41.748511925292064,-87.63267829324964,Private
21304150100000,43.0,SOUTH SHORE,60649.0,41.754955370790235,-87.55061042663252,Private
25223220530000,53.0,WEST PULLMAN,60628.0,41.679189026996326,-87.61747939381807,Private
25283160570000,53.0,WEST PULLMAN,60628.0,41.665936013252384,-87.64066077814567,Private
26064180140000,46.0,SOUTH CHICAGO,60617.0,41.72534203426611,-87.54859138291224,Private
25152030240000,49.0,ROSELAND,60628.0,41.70712182096987,-87.60862384443406,Private
25164200240000,49.0,ROSELAND,60628.0,41.69458548278221,-87.63001381977513,Private
26303140050000,51.0,SOUTH DEERING,60633.0,41.66439211512343,-87.55142486712104,Private
25211010180000,49.0,ROSELAND,60628.0,41.691834834955486,-87.64028949879251,Private
26314180230000,55.0,HEGEWISCH,60633.0,41.64807233374937,-87.54444964609925,Private
19171220550000,56.0,GARFIELD RIDGE,60638.0,41.78755326961499,-87.77344145164727,Private
19011130230000,58.0,BRIGHTON PARK,60632.0,41.81971134667157,-87.70012770247261,Private
20162020740000,68.0,ENGLEWOOD,60621.0,41.79176892809672,-87.63222612870864,Private
20163210420000,68.0,ENGLEWOOD,60621.0,41.781350677540175,-87.64193853477991,Private
20074170380000,61.0,NEW CITY,60609.0,41.796603448953704,-87.67230196947126,Private
20091080090000,61.0,NEW CITY,60609.0,41.80547050602739,-87.64270640899296,Private
20093240100000,61.0,NEW CITY,60609.0,41.79588812656005,-87.64424063387807,Private
20101100140000,38.0,GRAND BOULEVARD,60615.0,41.806309162580135,-87.61905267801009,Private
20103140230000,40.0,WASHINGTON PARK,60615.0,41.79530425882414,-87.61963782023903,Private
20184220400000,67.0,WEST ENGLEWOOD,60636.0,41.78180225154989,-87.66584001926788,Private
20193270100000,67.0,WEST ENGLEWOOD,60636.0,41.76816446711297,-87.67506858787938,Private
20221070160000,69.0,GREATER GRAND CROSSING,60637.0,41.7738136729114,-87.62116516057438,Private
20322010050000,71.0,AUBURN GRESHAM,60620.0,41.75027152230856,-87.65187242710769,Private
16354100350000,58.0,BRIGHTON PARK,60632.0,41.8237459876701,-87.70530005848435,Private
19044310420000,56.0,GARFIELD RIDGE,60638.0,41.80918207424349,-87.74360124936548,Private
20162010450000,68.0,ENGLEWOOD,60621.0,41.791120644898925,-87.63373365943704,Private
20171170200000,67.0,WEST ENGLEWOOD,60636.0,41.788916874645814,-87.66287979640504,Private
20173220090000,67.0,WEST ENGLEWOOD,60636.0,41.7824114032724,-87.65677231707103,Private
20053060210000,61.0,NEW CITY,60609.0,41.81080453010459,-87.6617927082251,Private
20072040220000,61.0,NEW CITY,60609.0,41.807262298710526,-87.66945173255347,Private
20084040330000,61.0,NEW CITY,60609.0,41.80088432004216,-87.64923029680199,Private
20093170140000,61.0,NEW CITY,60609.0,41.79692640436249,-87.64365153952534,Private
20202020120000,68.0,ENGLEWOOD,60621.0,41.778796494290575,-87.65170642407979,Private
20202080050000,68.0,ENGLEWOOD,60636.0,41.77739738406519,-87.65410007779647,Private
20212140010000,68.0,ENGLEWOOD,60621.0,41.77430156868546,-87.63449590894743,Private
20251150220000,43.0,SOUTH SHORE,60649.0,41.7641491982036,-87.58204713630712,Private
20264160340000,43.0,SOUTH SHORE,60649.0,41.7555129023848,-87.58644625801597,Private
21312300470000,46.0,SOUTH CHICAGO,60617.0,41.74634406805255,-87.55119534368464,Private
21322050050000,46.0,SOUTH CHICAGO,60617.0,41.742527221806775,-87.54508087669657,Private
20162020280000,68.0,ENGLEWOOD,60621.0,41.79207191176193,-87.63248494781904,Private
20171230390000,67.0,WEST ENGLEWOOD,60636.0,41.78933858460104,-87.65510393373458,Private
19352110190000,70.0,ASHBURN,60652.0,41.74643201906765,-87.70615681486045,Private
20081290440000,61.0,NEW CITY,60609.0,41.80167320533884,-87.65792605664589,Private
20084160270000,61.0,NEW CITY,60609.0,41.79744889913121,-87.65288692299954,Private
20192070050000,67.0,WEST ENGLEWOOD,60636.0,41.778669391820706,-87.66512190716287,Private
20201180210000,67.0,WEST ENGLEWOOD,60636.0,41.77357562658352,-87.66076247012784,Private
20222240150000,42.0,WOODLAWN,60637.0,41.774664904121856,-87.61463710606623,Private
20222290010000,42.0,WOODLAWN,60637.0,41.77477823520667,-87.60910594701105,Private
20222310080000,42.0,WOODLAWN,60637.0,41.7742768930935,-87.60670024783867,Private
20223150110000,69.0,GREATER GRAND CROSSING,60637.0,41.76900013193701,-87.61923835243357,Private
20261010180000,69.0,GREATER GRAND CROSSING,60619.0,41.76548842051859,-87.60224596827052,Private
20302010110000,67.0,WEST ENGLEWOOD,60636.0,41.764303743275654,-87.67196160243658,Private
20302140190000,67.0,WEST ENGLEWOOD,60636.0,41.76164398531315,-87.66581484359453,Private
21312170530000,46.0,SOUTH CHICAGO,60617.0,41.7470230725356,-87.55436782996055,Private
17073200020000,28.0,NEAR WEST SIDE,60612.0,41.88361222151425,-87.68600404901379,Private
17193240020000,31.0,LOWER WEST SIDE,60608.0,41.85276013962539,-87.68049641177815,Private
20163150320000,68.0,ENGLEWOOD,60621.0,41.783184954139514,-87.64132690878249,Private
20171030300000,67.0,WEST ENGLEWOOD,60636.0,41.79253194952121,-87.66004527302871,Private
20172190030000,68.0,ENGLEWOOD,60621.0,41.7903270458925,-87.65078541632042,Private
20084040320000,61.0,NEW CITY,60609.0,41.80088302611871,-87.64932200204731,Private
20194030430000,67.0,WEST ENGLEWOOD,60636.0,41.77051921792141,-87.66917994367105,Private
20202210070000,68.0,ENGLEWOOD,60621.0,41.77552936083875,-87.64797038040872,Private
20203150170000,67.0,WEST ENGLEWOOD,60636.0,41.76917467176449,-87.65509278156303,Private
20204040160000,68.0,ENGLEWOOD,60621.0,41.77103986514173,-87.64906807883527,Private
20222000030000,42.0,WOODLAWN,60637.0,41.78002215538211,-87.6149968764747,Private
20222040290000,42.0,WOODLAWN,60637.0,41.779459266151726,-87.6099049882796,Private
20243240100000,43.0,SOUTH SHORE,60649.0,41.767098499777546,-87.58391623452137,Private
20274180130000,69.0,GREATER GRAND CROSSING,60619.0,41.75386742450315,-87.61221880523662,Private
20282010160000,69.0,GREATER GRAND CROSSING,60621.0,41.76509793871244,-87.6325589808499,Private
20291270140000,67.0,WEST ENGLEWOOD,60636.0,41.75976595765645,-87.66028427570824,Private
20294160080000,71.0,AUBURN GRESHAM,60620.0,41.753541079928446,-87.65346913183521,Private
21322020200000,46.0,SOUTH CHICAGO,60617.0,41.743333842395806,-87.5438879626601,Private
25033230040000,49.0,ROSELAND,60619.0,41.72323965341549,-87.62015381054155,Private
25044140120000,49.0,ROSELAND,60620.0,41.72253893669006,-87.62540897228108,Private
25081110240000,73.0,WASHINGTON HEIGHTS,60643.0,41.71729473152568,-87.6544418564013,Private
25202150460000,75.0,MORGAN PARK,60643.0,41.68888445248777,-87.64922058708432,Private
25214050230000,53.0,WEST PULLMAN,60628.0,41.68351412118918,-87.62611745702681,Private
25223000620000,53.0,WEST PULLMAN,60628.0,41.68267905532112,-87.62098871740652,Private
25223140350000,53.0,WEST PULLMAN,60628.0,41.68057693540267,-87.61827090683317,Private
25281050030000,53.0,WEST PULLMAN,60628.0,41.67764510213058,-87.63551060054151,Private
25162120680000,49.0,ROSELAND,60628.0,41.70096659754585,-87.62995276544288,Private
25062070670000,71.0,AUBURN GRESHAM,60620.0,41.732070093686346,-87.66869037383873,Private
25093300250000,73.0,WASHINGTON HEIGHTS,60628.0,41.708094114186466,-87.63396024084233,Private
25192270040000,75.0,MORGAN PARK,60643.0,41.68576638796952,-87.66526688489799,Private
25214050090000,53.0,WEST PULLMAN,60628.0,41.68475866466494,-87.62615555759469,Private
26051010240000,46.0,SOUTH CHICAGO,60617.0,41.73683055490747,-87.54346444396192,Private
26053020050000,52.0,EAST SIDE,60617.0,41.7256400486809,-87.53830444465449,Private
26081190300000,52.0,EAST SIDE,60617.0,41.71146645167374,-87.53805180476148,Private
19153060510000,65.0,WEST LAWN,60629.0,41.78510856358443,-87.73429530144938,Private
20162070120000,40.0,WASHINGTON PARK,60621.0,41.793241109539224,-87.62645112265659,Private
20163010380000,68.0,ENGLEWOOD,60621.0,41.78612482324704,-87.6416215017419,Private
20171250080000,67.0,WEST ENGLEWOOD,60636.0,41.787930215315214,-87.66285567932103,Private
20172090070000,68.0,ENGLEWOOD,60621.0,41.79183455592785,-87.65325470944302,Private
20031100140000,38.0,GRAND BOULEVARD,60653.0,41.82188015499205,-87.61885595084878,Private
20044160200000,37.0,FULLER PARK,60609.0,41.81345119390289,-87.63262876968565,Private
20083040200000,61.0,NEW CITY,60609.0,41.79991721840927,-87.65953769868258,Private
20193200170000,67.0,WEST ENGLEWOOD,60636.0,41.76907741634526,-87.67435832742893,Private
20194290090000,67.0,WEST ENGLEWOOD,60636.0,41.76594985908467,-87.66714345911741,Private
20211210250000,68.0,ENGLEWOOD,60621.0,41.775440894497216,-87.63533513102513,Private
20211230200000,68.0,ENGLEWOOD,60621.0,41.77366831218037,-87.64329517011048,Private
21322020280000,46.0,SOUTH CHICAGO,60617.0,41.74443967231911,-87.5433988959421,Private
16361000500000,30.0,SOUTH LAWNDALE,60623.0,41.83652822667475,-87.70241625351322,Private
17213220200000,31.0,LOWER WEST SIDE,60616.0,41.854400707027246,-87.64341088737835,Private
17324001220000,60.0,BRIDGEPORT,60609.0,41.82976327931901,-87.6518549879933,Private
25094100040000,49.0,ROSELAND,60628.0,41.71221404022846,-87.63049502757575,Private
25201200310000,75.0,MORGAN PARK,60643.0,41.686549423915906,-87.65887166238204,Private
26062260280000,46.0,SOUTH CHICAGO,60617.0,41.73069455008318,-87.54730444164676,Private
20162020800000,68.0,ENGLEWOOD,60621.0,41.79152483941916,-87.63199494206584,Private
20043070180000,61.0,NEW CITY,60609.0,41.81469936562404,-87.64102624400658,Private
20054000320000,61.0,NEW CITY,60609.0,41.81147310036554,-87.65486528585896,Private
20082040320000,61.0,NEW CITY,60609.0,41.80594817930618,-87.65431628230793,Private
20183140070000,67.0,WEST ENGLEWOOD,60636.0,41.78050996396227,-87.67602090476568,Private
20184090010000,67.0,WEST ENGLEWOOD,60636.0,41.78470374162885,-87.67249043832192,Private
20191020400000,66.0,CHICAGO LAWN,60636.0,41.77765694120677,-87.68016577993477,Private
20211160380000,68.0,ENGLEWOOD,60621.0,41.77461172509913,-87.64295837542592,Private
20212080080000,68.0,ENGLEWOOD,60621.0,41.77529854860003,-87.63442729972249,Private
20231150350000,42.0,WOODLAWN,60637.0,41.7752663008597,-87.60129837439345,Private
20272030370000,69.0,GREATER GRAND CROSSING,60619.0,41.764308745168904,-87.61073889504122,Private
20292250310000,68.0,ENGLEWOOD,60621.0,41.758748922252536,-87.65187695874327,Private
20294080440000,71.0,AUBURN GRESHAM,60620.0,41.755258238746976,-87.65351423838268,Private
20321150280000,71.0,AUBURN GRESHAM,60620.0,41.748002917315986,-87.65402325117736,Private
25011080290000,48.0,CALUMET HEIGHTS,60617.0,41.73626762761436,-87.57726565717834,Private
25034250010000,44.0,CHATHAM,60619.0,41.72483320537798,-87.60920396380625,Private
25192240130000,75.0,MORGAN PARK,60643.0,41.68646934772349,-87.66933040620714,Private
25204170160000,53.0,WEST PULLMAN,60643.0,41.68011801003771,-87.64528957647543,Private
26061040230000,46.0,SOUTH CHICAGO,60617.0,41.73703877336374,-87.56012834591468,Private
25151070070000,49.0,ROSELAND,60628.0,41.70601882850365,-87.62266837852152,Private
25152040340000,49.0,ROSELAND,60628.0,41.70583585401081,-87.6081620967716,Private
25162120180000,49.0,ROSELAND,60628.0,41.70133996804447,-87.63106039608127,Private
25162150160000,49.0,ROSELAND,60628.0,41.70199387960928,-87.6254128052831,Private
25164240510000,49.0,ROSELAND,60628.0,41.69406826082283,-87.62945159378907,Private
26303050370000,51.0,SOUTH DEERING,60633.0,41.665343508826766,-87.55233595857788,Private
25162060820000,49.0,ROSELAND,60628.0,41.70408262433314,-87.63023723966096,Private
19201130020000,64.0,CLEARING,60638.0,41.774546152482,-87.77824518152603,Private
20144080300000,42.0,WOODLAWN,60637.0,41.78385275859889,-87.59354316953258,Private
20162010020000,68.0,ENGLEWOOD,60621.0,41.79388492935899,-87.6338715759494,Private
20163010330000,68.0,ENGLEWOOD,60621.0,41.78655531274301,-87.64171637087028,Private
20173070210000,67.0,WEST ENGLEWOOD,60636.0,41.78560588341866,-87.65552238807395,Private
20044160320000,37.0,FULLER PARK,60609.0,41.8126624798476,-87.63260618642558,Private
20074310040000,61.0,NEW CITY,60609.0,41.79551398884161,-87.66550167455034,Private
20084150310000,61.0,NEW CITY,60609.0,41.79708893075434,-87.65408999567077,Private
20093290210000,61.0,NEW CITY,60609.0,41.79503948237897,-87.64065606174348,Private
20224050260000,42.0,WOODLAWN,60637.0,41.77258037767829,-87.60734787704853,Private
20261200130000,69.0,GREATER GRAND CROSSING,60619.0,41.76123354271014,-87.59850606533445,Private
20292180340000,68.0,ENGLEWOOD,60621.0,41.76072558294878,-87.65071577787033,Private
20302070100000,67.0,WEST ENGLEWOOD,60636.0,41.764110861659915,-87.66466491040163,Private
20354080330000,45.0,AVALON PARK,60617.0,41.740684180567605,-87.58610300391027,Private
21322070460000,46.0,SOUTH CHICAGO,60617.0,41.74129623129491,-87.54212132125018,Private
17204060420000,31.0,LOWER WEST SIDE,60608.0,41.85826006661161,-87.64695877506112,Private
17213220370000,31.0,LOWER WEST SIDE,60616.0,41.8549471455485,-87.64301862728264,Private
17322140630000,60.0,BRIDGEPORT,60608.0,41.83508052504972,-87.64735120503934,Private
20074010040000,61.0,NEW CITY,60609.0,41.80098483682025,-87.67284606216764,Private
20083050450000,61.0,NEW CITY,60609.0,41.79985219428322,-87.65762016499936,Private
